medicine_id,medicine_name,brand,pharmacy_names,latitudes,longitudes,total_quantity_sold
1, Amonium Chloride,Neocof D Syrup,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CH","-1.2953742, -1.2757621, -1.2848129, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.284749, -1.2172469, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2953175, -1.2624961, -1.2575724, -1.32349, -1.2816014, -1.2522439, -1.2345294, -1.2736832, -1.2694513, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.3205309, -1.1835554, -1.2774587, -1.3647519, -1.2607843, -1.2964585, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3127776, -1.2323179, -1.272905, -1.2959953, -1.2525589, ","36.7455442, 36.8290212, 36.7530976, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9000191, 36.8959913, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.89315819999999, 36.987496, 36.8945577, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.6984177, 36.8222835, 36.8117362, 36.70831, 36.818184, 36.8674089, 36.9038803, 36.8511881, 36.7998296, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.7946567, 36.70374049999999, 36.9005074, 36.85141, 36.9454922, 36.8082989, 36.7995443, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8295928, 36.8035009, 36.851265, 36.8082191, 3",138360
2, Amonium Chloride,Neocof D Syrup,"ALMOND PHARMACY , Caring-Way, KerRan Pharma, Leevalchem pharmacy, Meditrade Pharmacy , Pharmcare, Romac Pharmacy ","-1.3962052, -1.2043694, -1.3347861, -1.1851495, -1.2057254, -1.2706834","36.7393511, 36.84045249999999, 36.673981, 36.9069121, 36.9196765, 36.8466657",25
3, HIV Home Test Double, HIV Home Test Double,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CH","-1.2953742, -1.2757621, -1.2848129, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.284749, -1.2172469, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2953175, -1.2624961, -1.2575724, -1.32349, -1.2816014, -1.2522439, -1.2345294, -1.2736832, -1.2694513, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.3205309, -1.1835554, -1.2774587, -1.3647519, -1.2964585, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3127776, -1.2323179, -1.272905, -1.2959953, -1.2525589, -1.2523093, ","36.7455442, 36.8290212, 36.7530976, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9000191, 36.8959913, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.89315819999999, 36.987496, 36.8945577, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.6984177, 36.8222835, 36.8117362, 36.70831, 36.818184, 36.8674089, 36.9038803, 36.8511881, 36.7998296, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.8219462, 36.7946567, 36.70374049999999, 36.9005074, 36.85141, 36.9454922, 36.7995443, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8295928, 36.8035009, 36.851265, 36.8082191, 3",3805
4, HIV Home Test Single, HIV Home Test Single,"Abby chemist, ANGELIC STAR PHARMACEUTICALS, Apotek Pharmaceutical, Bonaim pharmacy , Care Point Medical Center, center mark pharmacy, Chemworld pharmacy , Crowmed pharmaceuticals , Davisha Healthcare , Eloc pharmacy , Gitrose Pharmacy, Joeton medical clinic 2, KARURA CHEMIST II  TILL 8073490, Karyo Health , LEVEL NINE PHARMACY LIMITED, Lucky Summer Chemist ltd, MEDPLEX CHEMIST, Mwiki Road hospital/pharmacy, Nas Chemist, Perta Chemist, Romac Pharmacy ","-1.4522902, -1.2834847, -1.2885927, -1.2062072, -1.2907135, -1.334489, -1.2214489, -1.3621855, -1.2374075, -1.2953742, -1.2552408, -1.2196352, -1.1538194, -1.2345294, -1.4293031, -1.2297266, 0.5206237, -1.1079318, -1.2706834","36.974174, 36.889222, 36.9504001, 36.89570200000001, 36.7281831, 36.673465, 36.9142962, 36.6555867, 36.8986594, 36.7455442, 36.6943718, 36.7128582, 36.9622579, 36.9038803, 36.6872005, 36.9215115, 35.2762755, 37.016326, 36.8466657",1269255
5, Itopride,Git,"CHARLIK PHARMACY, Gitrose Pharmacy, Goblet Enterprise, KerRan Pharma, MAXMA PHARMACY, MEDWIN PHARMACEUTICALS, okiya pharmacy, Romac Pharmacy , UNICURE PHARMACY","-1.215894, -1.2552408, -1.454577, -1.2891915, -1.233292, -1.276179, -1.2706834, -1.278353","36.88669160000001, 36.6943718, 36.9882026, 36.7535798, 36.9294633, 36.825432, 36.8466657, 36.9077715",1194
7,Abacavir,Ziagen,"Alfa Medico Centre, Romac Pharmacy ",-1.2706834,36.8466657,6
8,Aceclofenac,Zerodol,"Apotek Pharmaceutical, City Kamar, Emunyani Medical Centre , Enkare Pharmarceuticals Ltd, Memey.AI, pharmaland, urit medical ","-1.2885927, -1.213486, -1.3069176, -1.0997008, -1.1308423, -4.0587263, -1.1009928","36.9504001, 36.910767, 36.8021955, 35.8629412, 36.765021, 39.6728888, 37.0129877",51
9,Aceclofenac,Lysodol,Romac Pharmacy ,-1.2706834,36.8466657,1
10,Aceclofenac,Airtal,"benkay, HildaBensill, Hychem pharmacy , PANDE pharmacy , Setoa plus plus ltd, space race, Stemu pharmacy ","0.7899406, -1.2386044, -1.2340801, -1.0569879, -1.2060947, -1.311053, -1.3925554","34.8844867, 36.899007, 36.8723291, 37.1106545, 36.8943789, 36.745584, 36.7510924",34
11,Aceclofenac ,Zyrtal OD,space race,-1.311053,36.745584,21
12,Aceclofenac ,Myonac,B-sons pharmacy,-1.2673667,36.7509204,3
13,Aceclofenac ,G-Alfenac P,"Elpason Chemist, Gitrose Pharmacy, VANIEZ ","-1.3485312, -1.2552408, -1.2842387","36.66102679999999, 36.6943718, 36.7875052",10528
14,Aceclofenac ,Pace,"KerRan Pharma, MEGAWELL PHARMACY",-1.0734595,37.0952195,19
15,Aceclofenac ,Rilif Plus,"BetahCare Family Health Clinic, CHARLIK PHARMACY, EMIR HEALTH CENTER , Jubilee-Care Chemist, KARURA CHEMIST II  TILL 8073490, Nas Chemist","-1.215894, -1.266125, -1.1003338, -1.2196352, 0.5206237","36.88669160000001, 36.910522, 37.0129017, 36.7128582, 35.2762755",49
16,Aceclofenac ,Zulu,"ANGELLIC STAR PHARMACY , Beth Medical Services, Bonaim pharmacy , Bripamu Medical Stores, Hychem pharmacy , MEDPLEX CHEMIST, MEGAWELL PHARMACY, Nas Chemist, Regenta chemist, SIDAI CHEMIST, Sportpharm chemist, Tikvah Valley Pharmaceuticlas","-1.2844625, -1.2458837, -1.2062072, -1.3111251, -1.2340801, -1.4293031, -1.0734595, 0.5206237, -1.2185628, -1.4779526, -1.2937908, -1.1581624","36.885289, 36.9212131, 36.89570200000001, 36.8939304, 36.8723291, 36.6872005, 37.0952195, 35.2762755, 36.8955596, 36.9577694, 36.8797927, 36.9371627",290
18,Aceclofenac ,Zulu MR,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), Advan-med pharmaceuticals, AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (N","-1.2757621, -1.2848129, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -0.6809050999999999, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.284749, -1.2172469, -1.1990686, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2953175, -1.2624961, -1.2575724, -1.2885927, -1.32349, -1.2816014, -1.2345294, -1.2736832, -1.2694513, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.2706834, -1.1835554, -1.2774587, -1.3647519, -1.2964585, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3244384, -1.3127776, -1.2323179, -1.272905, -1.2959953, -1.2525589, -1.2523093, -1.","36.8290212, 36.7530976, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 34.8207902, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.9000191, 36.8959913, 36.9031977, 36.921258, 36.84557, 36.7339325, 36.89315819999999, 36.987496, 36.8945577, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.6984177, 36.8222835, 36.8117362, 36.9504001, 36.70831, 36.818184, 36.9038803, 36.8511881, 36.7998296, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.7946567, 36.8466657, 36.9005074, 36.85141, 36.9454922, 36.7995443, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8984997, 36.8295928, 36.8035009, 36.851265, 36.8082191, 36.927833, 36.9497128, 36.8760519, 36.9",2427463
19,Aceclofenac ,Aclosara MR,"ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HANAF PHARMACY (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALIF MEDICAL SERVICES LIMITED (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi), ALKEN PHARMA","-1.2757621, -1.2848129, -1.2172469, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2059489, -1.2715424, -1.2721321, -1.2744794, -1.276733, -1.2731049, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.284749, -1.1990686, -1.2579931, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2953175, -1.2624961, -1.2575724, -1.32349, -1.2816014, -1.2345294, -1.2694513, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2520284, -1.3205309, -1.1835554, -1.2774587, -1.3647519, -1.2964585, -1.2856445, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3127776, -1.2323179, -1.272905, -1.2959953, -1.2523093, -1.277364, -1.1975121, -1.2837102, -1.275237, -1.2763955, -1.291999, -1.2906482, -1.2871746, -1.2846548, -1.","36.8290212, 36.7530976, 36.8959913, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8952592, 36.8478688, 36.8424626, 36.8506309, 36.8307703, 36.8512824, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9000191, 36.9031977, 36.921258, 36.7339325, 36.987496, 36.8945577, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.6984177, 36.8222835, 36.8117362, 36.70831, 36.818184, 36.9038803, 36.7998296, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.7946567, 36.70374049999999, 36.9005074, 36.85141, 36.9454922, 36.7995443, 36.8297902, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8295928, 36.8035009, 36.851265, 36.8082191, 36.9497128, 36.8760519, 36.9025748, 36.7586288, 36.8219406, 36.8268934, 36.8458016, 36.9029842, 36.89397, 36.8572037, 36.7897",1248
21,Aceclofenac ,lysodol mr,"ABIJO PHARMACY- WANYEE (Nairobi), ABM PHARMACY (NGARA STAGE) (Nairobi), ABM PHARMACY LIMITED (Nairobi), ABRAPHARMA PHARMACEUTICALS KASARANI (Nairobi), ACCIPITRIDAE CHEMIST (Nairobi), ACCRA PHARMACY LTD - OPPOSITE MLK HOSP (Nairobi), ACCRA PHARMACY LTD HAKATI (Nairobi), ACCRA-MED CHEMISTS LIMITED (Nairobi), ACE CARE PHARMACEUTICALS  (Nairobi), ACESO PHARMACY WELLNESS PHARMACY KASARANI (Nairobi), ADONISI PHARMACEUTICALS (Nairobi), AFRILIFE CHEMIST LTD (BURUBURU) (Nairobi), AFYACARE PHARMA (Nairobi), AGA KHAN HEALTH  SERVICES,KENYA-RUAI (Nairobi), AGA KHAN HEALTH SERVICES,KENYA - HOMA BAY (Nairobi), AGAROSE PHARMACY (Nairobi), AGMART PHARMACEUTICALS-MUHOHO AVENUE (Nairobi), AHWAN PHARMACEUTICALS LIMITED (Nairobi), AHZAAB PHARMACY (Nairobi), AJWA PHARMACEUTICALS LIMITED (Nairobi), AKIMA PHARMACY (Nairobi), AL-AQSA DISPENSING CHEMIST (Nairobi), AL-HARAMAIN PHARMACEUTICAL COMPANY LIMITED (Nairobi), ALANE PHARMACY LTD (Nairobi), ALISON AGROCHEM CHEMISTS LIMITED (Nairobi), ALKEN PHARMACEUTICAL LTD (Nairobi), ALKEN PH","-1.2953742, -1.2757621, -1.2848129, -1.2172469, -1.2575249, -1.2755888, -1.3066383, -1.2832624, -1.2829416, -1.2333266, -1.2688065, -1.3089651, -1.2616578, -1.2618776, -1.2831312, -1.323767, -1.2589182, -1.2717589, -1.2647119, -1.2059489, -1.2715424, -1.2744794, -1.276733, -1.2253857, -1.2880112, -1.2958752, -1.3128673, -1.2460403, -1.284749, -1.2579931, -1.2705845, -1.2913585, -1.2715203, -1.2849625, -1.2869817, -1.2597254, -1.2849438, -1.2469388, -1.3139741, -1.2752485, -1.3152957, -1.2185276, -1.2834847, -1.2773221, -1.3210273, -1.3211336, -1.2735173, -1.2493027, -1.2786587, -1.2624961, -1.2575724, -1.32349, -1.2816014, -1.2522439, -1.2345294, -1.2694513, -1.3068667, -1.3590694, -1.271185, -1.2857603, -1.3138776, -1.2774177, -1.2844938, -1.2920658, -1.2706834, -1.3205309, -1.1835554, -1.2774587, -1.3647519, -1.2607843, -1.2964585, -1.2004353, -1.2742434, -1.2741186, -1.317058, -1.1852458, -1.3127776, -1.272905, -1.2959953, -1.2525589, -1.2523093, -1.277364, -1.1975121, -1.3244384, -1.275237, -1.2763955, -1","36.7455442, 36.8290212, 36.7530976, 36.8959913, 36.9120257, 36.9109491, 36.8024294, 36.8266431, 36.7369557, 36.9294375, 36.8093088, 36.8936368, 36.9759005, 36.8237412, 36.9029929, 36.843886, 36.8142488, 36.8480778, 36.8389479, 36.8952592, 36.8478688, 36.8506309, 36.8307703, 36.9210154, 36.8620558, 36.86992360000001, 36.889599, 36.87666979999999, 36.9000191, 36.921258, 36.84557, 36.7339325, 36.89315819999999, 36.987496, 36.8945577, 36.8268476, 36.9861242, 36.8686616, 36.9012134, 36.910138, 36.823283, 36.9025676, 36.889222, 36.8158265, 36.8974843, 36.8006868, 36.96363580000001, 36.6845007, 36.88855, 36.8222835, 36.8117362, 36.70831, 36.818184, 36.8674089, 36.9038803, 36.7998296, 36.8969262, 36.7468779, 36.8493086, 36.984962, 36.8951043, 36.7917285, 36.828068, 36.8219462, 36.8466657, 36.70374049999999, 36.9005074, 36.85141, 36.9454922, 36.8082989, 36.7995443, 36.9005796, 36.8435388, 36.844201, 36.8959223, 36.9068067, 36.8295928, 36.851265, 36.8082191, 36.927833, 36.9497128, 36.8760519, 36.9025748, 36.8984997, 36",1001261
23,Aceclofenac ,Zyrtal MR,"BetahCare Family Health Clinic, CHARLIK PHARMACY, EMIR HEALTH CENTER , Jubilee-Care Chemist, MEDPLEX CHEMIST, pharmilymed","-1.215894, -1.266125, -1.1003338, -1.4293031, -1.2982701","36.88669160000001, 36.910522, 37.0129017, 36.6872005, 36.7832207",81
24,Aceclofenac ,Acepar SP,Beth Medical Services,-1.2458837,36.9212131,5
26,Aceclofenac ,Zulu Sp,"Enkare Pharmarceuticals Ltd, Hychem pharmacy , Transfern pharmacy ","-1.0997008, -1.2340801, -1.2203453","35.8629412, 36.8723291, 36.8945136",8
27,Aceclofenac ,"Zyrtal, SP",Benpeny Chemist,-1.1469238,36.9587031,2
28,Acetaminophen,Dentamol,"Baraka , Eloc pharmacy , EMIR HEALTH CENTER , SIDAI CHEMIST","-1.3888707, -1.2953742, -1.266125, -1.4779526","36.952836, 36.7455442, 36.910522, 36.9577694",35
30,Aciclovir,Davir,VANIEZ ,-1.2842387,36.7875052,1
32,Acne Cream,Uniacne Cream,"BENICE , Crowmed pharmaceuticals , KARURA CHEMIST II  TILL 8073490","-1.4823212, -1.3621855, -1.2196352","36.9546342, 36.6555867, 36.7128582",6
34,Actilife Adult,Vitamin A  D N Zinc,MEDPLEX CHEMIST,-1.4293031,36.6872005,9
